Forecast/Hour,TT,sub_station,Region
2023-06-08_09,32.5,ARP,South
2023-06-08_10,32.0,ARP,South
2023-06-08_11,31.4,ARP,South
2023-06-08_12,31.1,ARP,South
2023-06-08_13,30.1,ARP,South
2023-06-08_14,29.9,ARP,South
2023-06-08_15,29.7,ARP,South
2023-06-08_16,29.4,ARP,South
2023-06-08_17,29.0,ARP,South
2023-06-08_18,29.7,ARP,South
2023-06-08_19,29.1,ARP,South
2023-06-08_20,28.9,ARP,South
2023-06-08_21,28.3,ARP,South
2023-06-08_22,27.8,ARP,South
2023-06-08_23,27.8,ARP,South
2023-06-09_00,29.3,ARP,South
2023-06-09_01,29.2,ARP,South
2023-06-09_02,31.3,ARP,South
2023-06-09_03,30.6,ARP,South
2023-06-09_04,32.2,ARP,South
2023-06-09_05,33.7,ARP,South
2023-06-09_06,35.4,ARP,South
2023-06-09_07,34.3,ARP,South
2023-06-09_08,33.3,ARP,South
2023-06-09_09,32.8,ARP,South
2023-06-09_10,32.1,ARP,South
2023-06-09_11,31.1,ARP,South
2023-06-09_12,33.0,ARP,South
2023-06-09_13,30.4,ARP,South
2023-06-09_14,29.8,ARP,South
2023-06-09_15,29.7,ARP,South
2023-06-09_16,28.0,ARP,South
2023-06-09_17,27.8,ARP,South
2023-06-09_18,30.6,ARP,South
2023-06-09_19,29.6,ARP,South
2023-06-09_20,29.4,ARP,South
2023-06-09_21,29.2,ARP,South
2023-06-09_22,28.3,ARP,South
2023-06-09_23,28.0,ARP,South
2023-05-01_00,27.5,BBS,East North East
2023-05-01_01,29.0,BBS,East North East
2023-05-01_02,29.7,BBS,East North East
2023-05-01_03,28.6,BBS,East North East
2023-05-01_04,29.0,BBS,East North East
2023-05-01_05,30.1,BBS,East North East
2023-05-01_06,27.9,BBS,East North East
2023-05-01_07,29.6,BBS,East North East
2023-05-01_08,30.9,BBS,East North East
2023-05-01_09,32.4,BBS,East North East
2023-05-01_10,34.2,BBS,East North East
2023-05-01_11,32.7,BBS,East North East
2023-05-01_12,28.9,BBS,East North East
2023-05-01_13,28.4,BBS,East North East
2023-05-01_14,27.7,BBS,East North East
2023-05-01_15,27.1,BBS,East North East
2023-05-01_16,26.5,BBS,East North East
2023-05-01_17,25.3,BBS,East North East
2023-05-01_18,25.6,BBS,East North East
2023-05-01_19,25.5,BBS,East North East
2023-05-01_20,25.2,BBS,East North East
2023-05-01_21,25.0,BBS,East North East
2023-05-01_22,24.6,BBS,East North East
2023-05-01_23,24.4,BBS,East North East
2023-05-02_00,24.1,BBS,East North East
2023-05-02_01,26.0,BBS,East North East
2023-05-02_02,28.7,BBS,East North East
2023-05-02_03,30.7,BBS,East North East
2023-05-02_04,33.1,BBS,East North East
2023-05-02_05,34.5,BBS,East North East
2023-05-02_06,35.2,BBS,East North East
2023-05-02_07,34.7,BBS,East North East
2023-05-02_08,32.1,BBS,East North East
2023-05-02_09,29.7,BBS,East North East
2023-05-02_10,32.4,BBS,East North East
2023-05-02_11,31.3,BBS,East North East
2023-05-02_12,31.8,BBS,East North East
2023-05-02_13,30.1,BBS,East North East
2023-05-02_14,29.0,BBS,East North East
2023-05-02_15,28.7,BBS,East North East
2023-05-02_16,28.3,BBS,East North East
2023-05-02_17,28.0,BBS,East North East
2023-05-02_18,28.5,BBS,East North East
2023-05-02_19,28.3,BBS,East North East
2023-05-02_20,28.0,BBS,East North East
2023-05-02_21,27.8,BBS,East North East
2023-05-02_22,27.6,BBS,East North East
2023-05-02_23,27.4,BBS,East North East
2023-05-03_00,27.8,BBS,East North East
2023-05-03_01,28.3,BBS,East North East
2023-05-03_02,29.4,BBS,East North East
2023-05-03_03,31.3,BBS,East North East
2023-05-03_04,31.3,BBS,East North East
2023-05-03_05,32.9,BBS,East North East
2023-05-03_06,29.2,BBS,East North East
2023-05-03_07,33.0,BBS,East North East
2023-05-03_08,34.0,BBS,East North East
2023-05-03_09,35.6,BBS,East North East
2023-05-03_10,33.6,BBS,East North East
2023-05-03_11,32.3,BBS,East North East
2023-05-03_12,32.0,BBS,East North East
2023-05-03_13,30.6,BBS,East North East
2023-05-03_14,30.0,BBS,East North East
2023-05-03_15,29.3,BBS,East North East
2023-05-03_16,26.4,BBS,East North East
2023-05-03_17,25.3,BBS,East North East
2023-05-03_18,26.2,BBS,East North East
2023-05-03_19,26.1,BBS,East North East
2023-05-03_20,26.1,BBS,East North East
2023-05-03_21,26.3,BBS,East North East
2023-05-03_22,25.8,BBS,East North East
2023-05-03_23,26.0,BBS,East North East
2023-05-04_00,26.1,BBS,East North East
2023-05-04_01,26.9,BBS,East North East
2023-05-04_02,27.9,BBS,East North East
2023-05-04_03,28.9,BBS,East North East
2023-05-04_04,30.2,BBS,East North East
2023-05-04_05,30.8,BBS,East North East
2023-05-04_06,31.1,BBS,East North East
2023-05-04_07,32.3,BBS,East North East
2023-05-04_08,32.2,BBS,East North East
2023-05-04_09,32.8,BBS,East North East
2023-05-04_10,32.6,BBS,East North East
2023-05-04_11,31.9,BBS,East North East
2023-05-04_18,28.5,BBS,East North East
2023-05-04_19,28.5,BBS,East North East
2023-05-04_20,28.1,BBS,East North East
2023-05-04_21,27.8,BBS,East North East
2023-05-04_22,27.2,BBS,East North East
2023-05-04_23,27.1,BBS,East North East
2023-05-05_00,28.0,BBS,East North East
2023-05-05_01,28.9,BBS,East North East
2023-05-05_02,30.2,BBS,East North East
2023-05-05_03,32.7,BBS,East North East
2023-05-05_04,34.8,BBS,East North East
2023-05-05_05,36.5,BBS,East North East
2023-05-05_06,36.3,BBS,East North East
2023-05-05_07,35.8,BBS,East North East
2023-05-05_08,35.7,BBS,East North East
2023-05-05_09,33.2,BBS,East North East
2023-05-05_09,35.9,BBS,East North East
2023-05-05_10,29.6,BBS,East North East
2023-05-05_10,35.5,BBS,East North East
2023-05-05_11,32.8,BBS,East North East
2023-05-05_11,33.4,BBS,East North East
2023-05-05_12,31.7,BBS,East North East
2023-05-05_12,34.3,BBS,East North East
2023-05-05_13,29.8,BBS,East North East
2023-05-05_13,32.3,BBS,East North East
2023-05-05_14,29.0,BBS,East North East
2023-05-05_14,30.1,BBS,East North East
2023-05-05_15,29.2,BBS,East North East
2023-05-05_16,28.8,BBS,East North East
2023-05-05_17,28.4,BBS,East North East
2023-05-05_18,29.4,BBS,East North East
2023-05-05_19,28.8,BBS,East North East
2023-05-05_20,28.2,BBS,East North East
2023-05-05_21,27.6,BBS,East North East
2023-05-05_22,27.1,BBS,East North East
2023-05-05_23,26.6,BBS,East North East
2023-05-06_00,27.6,BBS,East North East
2023-05-06_01,29.2,BBS,East North East
2023-05-06_02,30.4,BBS,East North East
2023-05-06_03,33.7,BBS,East North East
2023-05-06_04,36.1,BBS,East North East
2023-05-06_05,37.8,BBS,East North East
2023-05-06_06,38.8,BBS,East North East
2023-05-06_07,39.4,BBS,East North East
2023-05-06_08,40.0,BBS,East North East
2023-05-06_09,40.3,BBS,East North East
2023-05-06_10,39.2,BBS,East North East
2023-05-06_11,37.4,BBS,East North East
2023-05-06_12,35.7,BBS,East North East
2023-05-06_13,34.1,BBS,East North East
2023-05-06_14,32.2,BBS,East North East
2023-05-06_15,31.0,BBS,East North East
2023-05-06_16,30.1,BBS,East North East
2023-05-06_17,29.3,BBS,East North East
2023-05-06_18,30.2,BBS,East North East
2023-05-06_19,29.9,BBS,East North East
2023-05-06_20,29.2,BBS,East North East
2023-05-06_21,28.6,BBS,East North East
2023-05-06_22,27.9,BBS,East North East
2023-05-06_23,27.1,BBS,East North East
2023-05-07_00,28.5,BBS,East North East
2023-05-07_01,30.7,BBS,East North East
2023-05-07_02,33.2,BBS,East North East
2023-05-07_03,35.5,BBS,East North East
2023-05-07_04,37.6,BBS,East North East
2023-05-07_05,39.3,BBS,East North East
2023-05-07_06,40.6,BBS,East North East
2023-05-07_07,40.2,BBS,East North East
2023-05-07_08,36.7,BBS,East North East
2023-05-07_09,39.4,BBS,East North East
2023-05-07_10,39.3,BBS,East North East
2023-05-07_11,36.2,BBS,East North East
2023-05-07_12,35.7,BBS,East North East
2023-05-07_13,33.2,BBS,East North East
2023-05-07_14,31.6,BBS,East North East
2023-05-07_15,30.9,BBS,East North East
2023-05-07_16,29.9,BBS,East North East
2023-05-07_17,29.0,BBS,East North East
2023-05-07_18,29.8,BBS,East North East
2023-05-07_19,29.4,BBS,East North East
2023-05-07_20,28.6,BBS,East North East
2023-05-07_21,28.1,BBS,East North East
2023-05-07_22,27.4,BBS,East North East
2023-05-07_23,26.7,BBS,East North East
2023-05-08_00,28.5,BBS,East North East
2023-05-08_01,30.6,BBS,East North East
2023-05-08_02,33.4,BBS,East North East
2023-05-08_03,36.3,BBS,East North East
2023-05-08_04,38.5,BBS,East North East
2023-05-08_05,40.1,BBS,East North East
2023-05-08_06,40.4,BBS,East North East
2023-05-08_07,41.7,BBS,East North East
2023-05-08_08,42.0,BBS,East North East
2023-05-08_09,41.0,BBS,East North East
2023-05-08_10,40.0,BBS,East North East
2023-05-08_11,38.6,BBS,East North East
2023-05-08_12,35.4,BBS,East North East
2023-05-08_13,33.1,BBS,East North East
2023-05-08_14,31.3,BBS,East North East
2023-05-08_15,30.0,BBS,East North East
2023-05-08_16,29.1,BBS,East North East
2023-05-08_17,28.3,BBS,East North East
2023-05-08_18,29.4,BBS,East North East
2023-05-08_19,28.5,BBS,East North East
2023-05-08_20,27.6,BBS,East North East
2023-05-08_21,26.8,BBS,East North East
2023-05-08_22,25.9,BBS,East North East
2023-05-08_23,25.3,BBS,East North East
2023-05-09_00,28.0,BBS,East North East
2023-05-09_01,30.0,BBS,East North East
2023-05-09_02,33.0,BBS,East North East
2023-05-09_03,36.2,BBS,East North East
2023-05-09_04,38.8,BBS,East North East
2023-05-09_05,40.5,BBS,East North East
2023-05-09_06,41.5,BBS,East North East
2023-05-09_07,40.7,BBS,East North East
2023-05-09_08,38.7,BBS,East North East
2023-05-09_09,40.4,BBS,East North East
2023-05-09_10,41.0,BBS,East North East
2023-05-09_11,37.5,BBS,East North East
2023-05-09_12,35.8,BBS,East North East
2023-05-09_13,33.3,BBS,East North East
2023-05-09_14,31.6,BBS,East North East
2023-05-09_15,30.4,BBS,East North East
2023-05-09_16,29.4,BBS,East North East
2023-05-09_17,28.7,BBS,East North East
2023-05-09_18,30.5,BBS,East North East
2023-05-09_19,29.6,BBS,East North East
2023-05-09_20,28.6,BBS,East North East
2023-05-09_21,28.0,BBS,East North East
2023-05-09_22,27.2,BBS,East North East
2023-05-09_23,26.6,BBS,East North East
2023-05-10_00,28.6,BBS,East North East
2023-05-10_01,30.1,BBS,East North East
2023-05-10_02,32.7,BBS,East North East
2023-05-10_03,36.3,BBS,East North East
2023-05-10_04,39.0,BBS,East North East
2023-05-10_05,40.5,BBS,East North East
2023-05-10_06,41.5,BBS,East North East
2023-05-10_07,39.3,BBS,East North East
2023-05-10_08,37.7,BBS,East North East
2023-05-10_09,38.8,BBS,East North East
2023-05-10_10,39.7,BBS,East North East
2023-05-10_11,37.9,BBS,East North East
2023-05-10_12,34.1,BBS,East North East
2023-05-10_13,31.9,BBS,East North East
2023-05-10_14,30.1,BBS,East North East
2023-05-10_15,29.2,BBS,East North East
2023-05-10_16,28.7,BBS,East North East
2023-05-10_17,28.1,BBS,East North East
2023-05-10_18,28.7,BBS,East North East
2023-05-10_19,28.1,BBS,East North East
2023-05-10_20,27.4,BBS,East North East
2023-05-10_21,27.0,BBS,East North East
2023-05-10_22,26.3,BBS,East North East
2023-05-10_23,25.8,BBS,East North East
2023-05-11_00,27.1,BBS,East North East
2023-05-11_01,29.5,BBS,East North East
2023-05-11_02,32.2,BBS,East North East
2023-05-11_03,34.3,BBS,East North East
2023-05-11_04,36.5,BBS,East North East
2023-05-11_05,38.4,BBS,East North East
2023-05-11_06,39.5,BBS,East North East
2023-05-11_07,40.7,BBS,East North East
2023-05-11_08,38.6,BBS,East North East
2023-05-11_09,37.4,BBS,East North East
2023-05-11_10,36.1,BBS,East North East
2023-05-11_11,34.9,BBS,East North East
2023-05-11_12,33.2,BBS,East North East
2023-05-11_13,31.5,BBS,East North East
2023-05-11_14,29.9,BBS,East North East
2023-05-11_15,28.7,BBS,East North East
2023-05-11_16,27.9,BBS,East North East
2023-05-11_17,27.1,BBS,East North East
2023-05-11_18,28.2,BBS,East North East
2023-05-11_19,27.8,BBS,East North East
2023-05-11_20,27.4,BBS,East North East
2023-05-11_21,27.3,BBS,East North East
2023-05-11_22,27.1,BBS,East North East
2023-05-11_23,26.9,BBS,East North East
2023-05-12_00,27.4,BBS,East North East
2023-05-12_01,29.7,BBS,East North East
2023-05-12_02,31.4,BBS,East North East
2023-05-12_03,33.1,BBS,East North East
2023-05-12_04,34.9,BBS,East North East
2023-05-12_05,37.1,BBS,East North East
2023-05-12_06,37.8,BBS,East North East
2023-05-12_07,38.9,BBS,East North East
2023-05-12_08,39.8,BBS,East North East
2023-05-12_09,39.7,BBS,East North East
2023-05-12_10,36.7,BBS,East North East
2023-05-12_11,34.9,BBS,East North East
2023-05-12_12,33.5,BBS,East North East
2023-05-12_13,31.1,BBS,East North East
2023-05-12_14,29.8,BBS,East North East
2023-05-12_15,28.6,BBS,East North East
2023-05-12_16,28.1,BBS,East North East
2023-05-12_17,28.0,BBS,East North East
2023-05-12_18,27.8,BBS,East North East
2023-05-12_19,27.8,BBS,East North East
2023-05-12_20,27.2,BBS,East North East
2023-05-12_21,26.9,BBS,East North East
2023-05-12_22,26.2,BBS,East North East
2023-05-12_23,25.6,BBS,East North East
2023-05-13_00,26.7,BBS,East North East
2023-05-13_01,29.3,BBS,East North East
2023-05-13_02,31.4,BBS,East North East
2023-05-13_03,33.9,BBS,East North East
2023-05-13_04,36.0,BBS,East North East
2023-05-13_05,37.5,BBS,East North East
2023-05-13_06,38.1,BBS,East North East
2023-05-13_07,39.0,BBS,East North East
2023-05-13_08,39.5,BBS,East North East
2023-05-13_09,39.3,BBS,East North East
2023-05-13_10,36.4,BBS,East North East
2023-05-13_11,36.1,BBS,East North East
2023-05-13_12,33.1,BBS,East North East
2023-05-13_13,31.7,BBS,East North East
2023-05-13_14,30.8,BBS,East North East
2023-05-13_15,29.7,BBS,East North East
2023-05-13_16,28.5,BBS,East North East
2023-05-13_17,28.3,BBS,East North East
2023-05-13_18,29.1,BBS,East North East
2023-05-13_19,28.7,BBS,East North East
2023-05-13_20,29.3,BBS,East North East
2023-05-13_21,28.8,BBS,East North East
2023-05-13_22,27.9,BBS,East North East
2023-05-13_23,27.3,BBS,East North East
2023-05-14_00,28.5,BBS,East North East
2023-05-14_01,30.9,BBS,East North East
2023-05-14_02,33.1,BBS,East North East
2023-05-14_03,35.1,BBS,East North East
2023-05-14_04,37.0,BBS,East North East
2023-05-14_05,38.5,BBS,East North East
2023-05-14_06,39.2,BBS,East North East
2023-05-14_07,40.9,BBS,East North East
2023-05-14_08,41.7,BBS,East North East
2023-05-14_09,42.8,BBS,East North East
2023-05-14_10,42.4,BBS,East North East
2023-05-14_11,38.0,BBS,East North East
2023-05-14_12,35.5,BBS,East North East
2023-05-14_13,31.1,BBS,East North East
2023-05-14_14,30.1,BBS,East North East
2023-05-14_15,29.7,BBS,East North East
2023-05-14_16,28.5,BBS,East North East
2023-05-14_17,27.0,BBS,East North East
2023-05-14_18,29.4,BBS,East North East
2023-05-14_19,27.8,BBS,East North East
2023-05-14_20,26.9,BBS,East North East
2023-05-14_21,26.2,BBS,East North East
2023-05-14_22,26.3,BBS,East North East
2023-05-14_23,27.6,BBS,East North East
2023-05-15_00,27.7,BBS,East North East
2023-05-15_01,30.2,BBS,East North East
2023-05-15_02,32.4,BBS,East North East
2023-05-15_03,34.2,BBS,East North East
2023-05-15_04,33.7,BBS,East North East
2023-05-15_05,35.0,BBS,East North East
2023-05-15_06,37.4,BBS,East North East
2023-05-15_07,37.7,BBS,East North East
2023-05-15_08,38.2,BBS,East North East
2023-05-15_09,37.9,BBS,East North East
2023-05-15_10,35.0,BBS,East North East
2023-05-15_11,36.9,BBS,East North East
2023-05-15_12,31.7,BBS,East North East
2023-05-15_13,30.4,BBS,East North East
2023-05-15_14,29.0,BBS,East North East
2023-05-15_15,29.5,BBS,East North East
2023-05-15_16,29.4,BBS,East North East
2023-05-15_17,28.1,BBS,East North East
2023-05-15_18,28.8,BBS,East North East
2023-05-15_19,28.2,BBS,East North East
2023-05-15_20,27.5,BBS,East North East
2023-05-15_21,28.2,BBS,East North East
2023-05-15_22,28.7,BBS,East North East
2023-05-15_23,28.7,BBS,East North East
2023-05-16_00,30.1,BBS,East North East
2023-05-16_01,30.9,BBS,East North East
2023-05-16_02,32.0,BBS,East North East
2023-05-16_03,32.9,BBS,East North East
2023-05-16_04,35.0,BBS,East North East
2023-05-16_05,36.9,BBS,East North East
2023-05-16_06,35.8,BBS,East North East
2023-05-16_07,36.4,BBS,East North East
2023-05-16_08,36.6,BBS,East North East
2023-05-16_09,37.0,BBS,East North East
2023-05-16_10,31.4,BBS,East North East
2023-05-16_11,29.9,BBS,East North East
2023-05-16_12,32.3,BBS,East North East
2023-05-16_13,30.8,BBS,East North East
2023-05-16_14,29.2,BBS,East North East
2023-05-16_15,28.6,BBS,East North East
2023-05-16_16,28.3,BBS,East North East
2023-05-16_17,28.7,BBS,East North East
2023-05-16_18,29.6,BBS,East North East
2023-05-16_19,29.1,BBS,East North East
2023-05-16_20,29.2,BBS,East North East
2023-05-16_21,29.1,BBS,East North East
2023-05-16_22,28.4,BBS,East North East
2023-05-16_23,28.7,BBS,East North East
2023-05-17_00,29.5,BBS,East North East
2023-05-17_01,30.9,BBS,East North East
2023-05-17_02,33.0,BBS,East North East
2023-05-17_03,35.0,BBS,East North East
2023-05-17_04,35.5,BBS,East North East
2023-05-17_05,36.8,BBS,East North East
2023-05-17_06,39.4,BBS,East North East
2023-05-17_07,40.0,BBS,East North East
2023-05-17_08,37.8,BBS,East North East
2023-05-17_09,30.8,BBS,East North East
2023-05-17_10,29.8,BBS,East North East
2023-05-17_11,30.0,BBS,East North East
2023-05-17_12,31.4,BBS,East North East
2023-05-17_13,30.0,BBS,East North East
2023-05-17_14,28.9,BBS,East North East
2023-05-17_15,28.6,BBS,East North East
2023-05-17_16,28.9,BBS,East North East
2023-05-17_17,28.2,BBS,East North East
2023-05-17_18,29.0,BBS,East North East
2023-05-17_19,28.0,BBS,East North East
2023-05-17_20,27.8,BBS,East North East
2023-05-17_21,27.5,BBS,East North East
2023-05-17_22,28.2,BBS,East North East
2023-05-17_23,27.9,BBS,East North East
2023-05-18_00,29.1,BBS,East North East
2023-05-18_01,31.0,BBS,East North East
2023-05-18_02,33.3,BBS,East North East
2023-05-18_03,36.0,BBS,East North East
2023-05-18_04,35.7,BBS,East North East
2023-05-18_05,38.3,BBS,East North East
2023-05-18_06,30.0,BBS,East North East
2023-05-18_07,32.0,BBS,East North East
2023-05-18_08,35.1,BBS,East North East
2023-05-18_09,36.4,BBS,East North East
2023-05-18_10,36.4,BBS,East North East
2023-05-18_11,35.8,BBS,East North East
2023-05-18_12,33.8,BBS,East North East
2023-05-18_13,30.4,BBS,East North East
2023-05-18_14,28.7,BBS,East North East
2023-05-18_15,28.0,BBS,East North East
2023-05-18_16,27.2,BBS,East North East
2023-05-18_17,26.5,BBS,East North East
2023-05-18_18,29.0,BBS,East North East
2023-05-18_19,27.1,BBS,East North East
2023-05-18_20,26.2,BBS,East North East
2023-05-18_21,25.6,BBS,East North East
2023-05-18_22,25.7,BBS,East North East
2023-05-18_23,26.1,BBS,East North East
2023-05-19_00,27.9,BBS,East North East
2023-05-19_01,30.5,BBS,East North East
2023-05-19_02,31.2,BBS,East North East
2023-05-19_03,33.9,BBS,East North East
2023-05-19_04,35.3,BBS,East North East
2023-05-19_05,38.7,BBS,East North East
2023-05-19_06,35.9,BBS,East North East
2023-05-19_07,38.3,BBS,East North East
2023-05-19_08,40.0,BBS,East North East
2023-05-19_09,38.3,BBS,East North East
2023-05-19_10,30.0,BBS,East North East
2023-05-19_11,32.0,BBS,East North East
2023-05-19_12,31.9,BBS,East North East
2023-05-19_13,30.6,BBS,East North East
2023-05-19_14,28.9,BBS,East North East
2023-05-19_15,28.0,BBS,East North East
2023-05-19_16,28.2,BBS,East North East
2023-05-19_17,28.7,BBS,East North East
2023-05-19_18,27.9,BBS,East North East
2023-05-19_19,27.0,BBS,East North East
2023-05-19_20,26.6,BBS,East North East
2023-05-19_21,26.6,BBS,East North East
2023-05-19_22,27.4,BBS,East North East
2023-05-19_23,27.7,BBS,East North East
2023-05-20_00,27.2,BBS,East North East
2023-05-20_01,29.9,BBS,East North East
2023-05-20_02,33.0,BBS,East North East
2023-05-20_03,35.4,BBS,East North East
2023-05-20_04,36.7,BBS,East North East
2023-05-20_05,38.4,BBS,East North East
2023-05-20_06,38.7,BBS,East North East
2023-05-20_07,39.7,BBS,East North East
2023-05-20_08,37.1,BBS,East North East
2023-05-20_09,31.8,BBS,East North East
2023-05-20_10,28.4,BBS,East North East
2023-05-20_11,31.5,BBS,East North East
2023-05-20_12,31.8,BBS,East North East
2023-05-20_13,30.3,BBS,East North East
2023-05-20_14,28.8,BBS,East North East
2023-05-20_15,28.0,BBS,East North East
2023-05-20_16,27.5,BBS,East North East
2023-05-20_17,29.0,BBS,East North East
2023-05-20_18,28.3,BBS,East North East
2023-05-20_19,27.7,BBS,East North East
2023-05-20_20,27.2,BBS,East North East
2023-05-20_21,27.0,BBS,East North East
2023-05-20_22,26.9,BBS,East North East
2023-05-20_23,27.7,BBS,East North East
2023-05-21_00,27.9,BBS,East North East
2023-05-21_01,30.6,BBS,East North East
2023-05-21_02,32.9,BBS,East North East
2023-05-21_03,34.9,BBS,East North East
2023-05-21_04,36.8,BBS,East North East
2023-05-21_05,37.9,BBS,East North East
2023-05-21_06,40.2,BBS,East North East
2023-05-21_07,39.4,BBS,East North East
2023-05-21_08,38.0,BBS,East North East
2023-05-21_09,26.8,BBS,East North East
2023-05-21_10,33.0,BBS,East North East
2023-05-21_11,30.8,BBS,East North East
2023-05-21_12,31.4,BBS,East North East
2023-05-21_13,30.1,BBS,East North East
2023-05-21_14,28.9,BBS,East North East
2023-05-21_15,27.9,BBS,East North East
2023-05-21_16,27.3,BBS,East North East
2023-05-21_17,28.9,BBS,East North East
2023-05-21_18,28.3,BBS,East North East
2023-05-21_19,27.8,BBS,East North East
2023-05-21_20,27.6,BBS,East North East
2023-05-21_21,28.4,BBS,East North East
2023-05-21_22,28.3,BBS,East North East
2023-05-21_23,28.1,BBS,East North East
2023-05-22_00,27.8,BBS,East North East
2023-05-22_01,29.6,BBS,East North East
2023-05-22_02,32.0,BBS,East North East
2023-05-22_03,33.9,BBS,East North East
2023-05-22_04,35.3,BBS,East North East
2023-05-22_05,37.4,BBS,East North East
2023-05-22_06,39.6,BBS,East North East
2023-05-22_07,41.1,BBS,East North East
2023-05-22_08,41.4,BBS,East North East
2023-05-22_09,41.2,BBS,East North East
2023-05-22_10,39.1,BBS,East North East
2023-05-22_11,35.9,BBS,East North East
2023-05-22_12,34.9,BBS,East North East
2023-05-22_13,30.9,BBS,East North East
2023-05-22_14,29.1,BBS,East North East
2023-05-22_15,28.6,BBS,East North East
2023-05-22_16,28.7,BBS,East North East
2023-05-22_17,28.6,BBS,East North East
2023-05-22_18,29.8,BBS,East North East
2023-05-22_19,28.5,BBS,East North East
2023-05-22_20,28.1,BBS,East North East
2023-05-22_21,27.8,BBS,East North East
2023-05-22_22,27.3,BBS,East North East
2023-05-22_23,27.1,BBS,East North East
2023-05-23_00,29.1,BBS,East North East
2023-05-23_01,31.3,BBS,East North East
2023-05-23_02,33.7,BBS,East North East
2023-05-23_03,36.6,BBS,East North East
2023-05-23_04,39.1,BBS,East North East
2023-05-23_05,41.7,BBS,East North East
2023-05-23_06,39.9,BBS,East North East
2023-05-23_07,41.5,BBS,East North East
2023-05-23_08,42.3,BBS,East North East
2023-05-23_09,41.7,BBS,East North East
2023-05-23_10,41.5,BBS,East North East
2023-05-23_11,38.8,BBS,East North East
2023-05-23_12,36.9,BBS,East North East
2023-05-23_13,32.8,BBS,East North East
2023-05-23_14,30.2,BBS,East North East
2023-05-23_15,28.6,BBS,East North East
2023-05-23_16,27.9,BBS,East North East
2023-05-23_17,27.9,BBS,East North East
2023-05-23_18,30.0,BBS,East North East
2023-05-23_19,28.3,BBS,East North East
2023-05-23_20,27.7,BBS,East North East
2023-05-23_21,27.3,BBS,East North East
2023-05-23_22,27.0,BBS,East North East
2023-05-23_23,26.2,BBS,East North East
2023-05-24_00,29.2,BBS,East North East
2023-05-24_01,31.1,BBS,East North East
2023-05-24_02,33.7,BBS,East North East
2023-05-24_03,34.7,BBS,East North East
2023-05-24_04,35.7,BBS,East North East
2023-05-24_05,34.7,BBS,East North East
2023-05-24_06,43.1,BBS,East North East
2023-05-24_07,41.4,BBS,East North East
2023-05-24_08,36.9,BBS,East North East
2023-05-24_09,35.1,BBS,East North East
2023-05-24_10,33.1,BBS,East North East
2023-05-24_11,35.3,BBS,East North East
2023-05-24_12,39.9,BBS,East North East
2023-05-24_13,36.8,BBS,East North East
2023-05-24_14,30.8,BBS,East North East
2023-05-24_15,27.5,BBS,East North East
2023-05-24_16,31.6,BBS,East North East
2023-05-24_17,30.0,BBS,East North East
2023-05-24_18,31.6,BBS,East North East
2023-05-24_19,30.3,BBS,East North East
2023-05-24_20,29.3,BBS,East North East
2023-05-24_21,28.7,BBS,East North East
2023-05-24_22,27.3,BBS,East North East
2023-05-24_23,26.5,BBS,East North East
2023-05-25_00,28.4,BBS,East North East
2023-05-25_01,30.8,BBS,East North East
2023-05-25_02,31.7,BBS,East North East
2023-05-25_03,32.7,BBS,East North East
2023-05-25_04,34.7,BBS,East North East
2023-05-25_05,37.1,BBS,East North East
2023-05-25_06,41.3,BBS,East North East
2023-05-25_07,35.1,BBS,East North East
2023-05-25_08,35.5,BBS,East North East
2023-05-25_09,28.4,BBS,East North East
2023-05-25_10,30.0,BBS,East North East
2023-05-25_11,30.5,BBS,East North East
2023-05-25_12,32.2,BBS,East North East
2023-05-25_13,30.5,BBS,East North East
2023-05-25_14,29.8,BBS,East North East
2023-05-25_15,29.8,BBS,East North East
2023-05-25_16,29.8,BBS,East North East
2023-05-25_17,29.4,BBS,East North East
2023-05-25_18,30.5,BBS,East North East
2023-05-25_19,30.2,BBS,East North East
2023-05-25_20,29.5,BBS,East North East
2023-05-25_21,29.2,BBS,East North East
2023-05-25_22,28.4,BBS,East North East
2023-05-25_23,28.1,BBS,East North East
2023-05-26_00,29.4,BBS,East North East
2023-05-26_01,30.2,BBS,East North East
2023-05-26_02,32.7,BBS,East North East
2023-05-26_03,35.2,BBS,East North East
2023-05-26_04,37.1,BBS,East North East
2023-05-26_05,39.1,BBS,East North East
2023-05-26_06,40.3,BBS,East North East
2023-05-26_07,41.2,BBS,East North East
2023-05-26_08,42.1,BBS,East North East
2023-05-26_09,36.7,BBS,East North East
2023-05-26_10,37.4,BBS,East North East
2023-05-26_11,33.0,BBS,East North East
2023-05-26_12,33.8,BBS,East North East
2023-05-26_13,32.8,BBS,East North East
2023-05-26_14,31.6,BBS,East North East
2023-05-26_15,30.2,BBS,East North East
2023-05-26_16,28.1,BBS,East North East
2023-05-26_17,27.7,BBS,East North East
2023-05-26_18,31.1,BBS,East North East
2023-05-26_19,29.8,BBS,East North East
2023-05-26_20,28.6,BBS,East North East
2023-05-26_21,27.8,BBS,East North East
2023-05-26_22,27.3,BBS,East North East
2023-05-26_23,27.2,BBS,East North East
2023-05-27_00,28.3,BBS,East North East
2023-05-27_01,29.7,BBS,East North East
2023-05-27_02,32.1,BBS,East North East
2023-05-27_03,35.2,BBS,East North East
2023-05-27_04,37.8,BBS,East North East
2023-05-27_05,40.4,BBS,East North East
