Forecast/Hour,TT,sub_station,Region
2023-05-27_16,24.2,GHT,North
2023-05-27_17,23.7,GHT,North
2023-05-27_18,23.1,GHT,North
2023-05-27_19,23.1,GHT,North
2023-05-27_20,23.3,GHT,North
2023-05-27_21,23.0,GHT,North
2023-05-27_22,23.0,GHT,North
2023-05-27_23,23.1,GHT,North
2023-05-28_00,23.6,GHT,North
2023-05-28_01,26.1,GHT,North
2023-05-28_02,27.1,GHT,North
2023-05-28_03,28.2,GHT,North
2023-05-28_04,28.2,GHT,North
2023-05-28_05,29.1,GHT,North
2023-05-28_06,32.3,GHT,North
2023-05-28_07,32.5,GHT,North
2023-05-28_08,32.9,GHT,North
2023-05-28_09,32.9,GHT,North
2023-05-28_10,32.1,GHT,North
2023-05-28_11,31.1,GHT,North
2023-05-28_12,29.5,GHT,North
2023-05-28_13,28.1,GHT,North
2023-05-28_14,27.3,GHT,North
2023-05-28_15,26.7,GHT,North
2023-05-28_16,26.4,GHT,North
2023-05-28_17,26.0,GHT,North
2023-05-28_18,25.1,GHT,North
2023-05-28_19,25.2,GHT,North
2023-05-28_20,24.8,GHT,North
2023-05-28_21,25.0,GHT,North
2023-05-28_22,24.9,GHT,North
2023-05-28_23,25.1,GHT,North
2023-05-29_00,26.2,GHT,North
2023-05-29_01,28.7,GHT,North
2023-05-29_02,30.0,GHT,North
2023-05-29_03,31.2,GHT,North
2023-05-29_04,32.3,GHT,North
2023-05-29_05,33.2,GHT,North
2023-05-29_06,35.2,GHT,North
2023-05-29_07,35.4,GHT,North
2023-05-29_08,35.4,GHT,North
2023-05-29_09,35.3,GHT,North
2023-05-29_10,34.7,GHT,North
2023-05-29_11,33.9,GHT,North
2023-05-29_12,32.0,GHT,North
2023-05-29_13,31.0,GHT,North
2023-05-29_14,30.2,GHT,North
2023-05-29_15,29.1,GHT,North
2023-05-29_16,28.3,GHT,North
2023-05-29_17,28.8,GHT,North
2023-05-29_18,26.7,GHT,North
2023-05-29_19,26.1,GHT,North
2023-05-29_20,25.9,GHT,North
2023-05-29_21,26.1,GHT,North
2023-05-29_22,25.6,GHT,North
2023-05-29_23,25.7,GHT,North
2023-05-30_00,26.6,GHT,North
2023-05-30_01,28.2,GHT,North
2023-05-30_02,29.5,GHT,North
2023-05-30_03,30.7,GHT,North
2023-05-30_04,31.8,GHT,North
2023-05-30_05,33.5,GHT,North
2023-05-30_06,36.3,GHT,North
2023-05-30_07,37.1,GHT,North
2023-05-30_08,37.1,GHT,North
2023-05-30_09,37.1,GHT,North
2023-05-30_10,36.4,GHT,North
2023-05-30_11,35.5,GHT,North
2023-05-30_12,32.6,GHT,North
2023-05-30_13,31.3,GHT,North
2023-05-30_14,30.5,GHT,North
2023-05-30_15,30.1,GHT,North
2023-05-30_16,29.5,GHT,North
2023-05-30_17,28.8,GHT,North
2023-05-30_18,27.8,GHT,North
2023-05-30_19,26.9,GHT,North
2023-05-30_20,26.6,GHT,North
2023-05-30_21,26.8,GHT,North
2023-05-30_22,27.1,GHT,North
2023-05-30_23,26.7,GHT,North
2023-05-31_00,27.6,GHT,North
2023-05-31_01,29.8,GHT,North
2023-05-31_02,31.4,GHT,North
2023-05-31_03,32.8,GHT,North
2023-05-31_04,33.8,GHT,North
2023-05-31_05,35.0,GHT,North
2023-05-31_06,37.0,GHT,North
2023-05-31_07,38.3,GHT,North
2023-05-31_08,38.3,GHT,North
2023-05-31_09,37.8,GHT,North
2023-05-31_10,37.2,GHT,North
2023-05-31_11,36.5,GHT,North
2023-05-31_12,33.6,GHT,North
2023-05-31_13,32.7,GHT,North
2023-05-31_14,30.9,GHT,North
2023-05-31_15,29.4,GHT,North
2023-05-31_16,29.4,GHT,North
2023-05-31_17,28.1,GHT,North
2023-05-31_18,27.8,GHT,North
2023-05-31_19,26.9,GHT,North
2023-05-31_20,25.9,GHT,North
2023-05-31_21,26.0,GHT,North
2023-05-31_22,27.2,GHT,North
2023-05-31_23,27.3,GHT,North
2023-06-01_00,29.3,GHT,North
2023-06-01_01,31.3,GHT,North
2023-06-01_02,30.4,GHT,North
2023-06-01_03,31.5,GHT,North
2023-06-01_04,32.5,GHT,North
2023-06-01_05,33.2,GHT,North
2023-06-01_06,36.4,GHT,North
2023-06-01_07,37.1,GHT,North
2023-06-01_08,38.2,GHT,North
2023-06-01_09,35.8,GHT,North
2023-06-01_10,34.6,GHT,North
2023-06-01_11,35.3,GHT,North
2023-06-01_12,33.8,GHT,North
2023-06-01_13,31.7,GHT,North
2023-06-01_14,31.1,GHT,North
2023-06-01_15,30.1,GHT,North
2023-06-01_16,26.9,GHT,North
2023-06-01_17,27.5,GHT,North
2023-06-01_18,26.7,GHT,North
2023-06-01_19,25.9,GHT,North
2023-06-01_20,25.6,GHT,North
2023-06-01_21,26.1,GHT,North
2023-06-01_22,26.1,GHT,North
2023-06-01_23,26.5,GHT,North
2023-06-02_00,28.0,GHT,North
2023-06-02_01,30.4,GHT,North
2023-06-02_02,31.7,GHT,North
2023-06-02_03,33.1,GHT,North
2023-06-02_04,34.7,GHT,North
2023-06-02_05,36.1,GHT,North
2023-06-02_06,37.3,GHT,North
2023-06-02_07,38.4,GHT,North
2023-06-02_08,38.5,GHT,North
2023-06-02_09,37.1,GHT,North
2023-06-02_10,36.7,GHT,North
2023-06-02_11,35.8,GHT,North
2023-06-02_12,33.9,GHT,North
2023-06-02_13,32.4,GHT,North
2023-06-02_14,31.7,GHT,North
2023-06-02_15,29.9,GHT,North
2023-06-02_16,29.6,GHT,North
2023-06-02_17,28.8,GHT,North
2023-06-02_18,26.1,GHT,North
2023-06-02_19,25.6,GHT,North
2023-06-02_20,25.5,GHT,North
2023-06-02_21,26.6,GHT,North
2023-06-02_22,26.6,GHT,North
2023-06-02_23,26.5,GHT,North
2023-06-03_00,27.8,GHT,North
2023-06-03_01,30.2,GHT,North
2023-06-03_02,31.9,GHT,North
2023-06-03_03,33.5,GHT,North
2023-06-03_04,34.5,GHT,North
2023-06-03_05,35.5,GHT,North
2023-06-03_06,36.8,GHT,North
2023-06-03_07,37.4,GHT,North
2023-06-03_08,37.3,GHT,North
2023-06-03_09,34.0,GHT,North
2023-06-03_10,35.0,GHT,North
2023-06-03_11,35.3,GHT,North
2023-06-03_12,33.4,GHT,North
2023-06-03_13,30.9,GHT,North
2023-06-03_14,30.3,GHT,North
2023-06-03_15,28.5,GHT,North
2023-06-03_16,28.0,GHT,North
2023-06-03_17,28.3,GHT,North
2023-06-03_18,26.8,GHT,North
2023-06-03_19,26.7,GHT,North
2023-06-03_20,26.6,GHT,North
2023-06-03_21,26.7,GHT,North
2023-06-03_22,26.4,GHT,North
2023-06-03_23,26.5,GHT,North
2023-06-04_00,27.3,GHT,North
2023-06-04_01,29.5,GHT,North
2023-06-04_02,31.3,GHT,North
2023-06-04_03,32.2,GHT,North
2023-06-04_04,32.7,GHT,North
2023-06-04_05,33.9,GHT,North
2023-06-04_06,37.1,GHT,North
2023-06-04_07,36.8,GHT,North
2023-06-04_08,37.5,GHT,North
2023-06-04_09,31.2,GHT,North
2023-06-04_10,35.2,GHT,North
2023-06-04_11,33.9,GHT,North
2023-06-04_12,33.6,GHT,North
2023-06-04_13,32.3,GHT,North
2023-06-04_14,31.7,GHT,North
2023-06-04_15,28.3,GHT,North
2023-06-04_16,29.1,GHT,North
2023-06-04_17,27.9,GHT,North
2023-06-04_18,26.6,GHT,North
2023-06-04_19,25.9,GHT,North
2023-06-04_20,25.9,GHT,North
2023-06-04_21,26.0,GHT,North
2023-06-04_22,26.6,GHT,North
2023-06-04_23,26.2,GHT,North
2023-06-05_00,27.6,GHT,North
2023-06-05_01,30.7,GHT,North
2023-06-05_02,32.5,GHT,North
2023-06-05_03,34.1,GHT,North
2023-06-05_04,35.6,GHT,North
2023-06-05_05,36.5,GHT,North
2023-06-05_06,37.1,GHT,North
2023-06-05_07,32.9,GHT,North
2023-06-05_08,35.1,GHT,North
2023-06-05_09,34.9,GHT,North
2023-06-05_10,34.0,GHT,North
2023-06-05_11,34.2,GHT,North
2023-06-05_12,34.1,GHT,North
2023-06-05_13,31.9,GHT,North
2023-06-05_14,31.4,GHT,North
2023-06-05_15,29.5,GHT,North
2023-06-05_16,28.2,GHT,North
2023-06-05_17,28.6,GHT,North
2023-06-05_18,28.4,GHT,North
2023-06-05_19,27.9,GHT,North
2023-06-05_20,27.7,GHT,North
2023-06-05_21,27.4,GHT,North
2023-06-05_22,27.6,GHT,North
2023-06-05_23,27.6,GHT,North
2023-06-06_00,28.4,GHT,North
2023-06-06_01,30.7,GHT,North
2023-06-06_02,32.1,GHT,North
2023-06-06_03,33.5,GHT,North
2023-06-06_04,34.8,GHT,North
2023-06-06_05,36.1,GHT,North
2023-06-06_06,39.1,GHT,North
2023-06-06_07,37.1,GHT,North
2023-06-06_08,34.6,GHT,North
2023-06-06_09,32.6,GHT,North
2023-06-06_10,33.8,GHT,North
2023-06-06_11,33.0,GHT,North
2023-06-06_12,35.0,GHT,North
2023-06-06_13,32.7,GHT,North
2023-06-06_14,32.0,GHT,North
2023-06-06_15,30.1,GHT,North
2023-06-06_16,29.4,GHT,North
2023-06-06_17,29.6,GHT,North
2023-06-06_18,28.3,GHT,North
2023-06-06_19,28.1,GHT,North
2023-06-06_20,27.2,GHT,North
2023-06-06_21,27.6,GHT,North
2023-06-06_22,27.9,GHT,North
2023-06-06_23,27.9,GHT,North
2023-06-07_00,29.4,GHT,North
2023-06-07_01,32.2,GHT,North
2023-06-07_02,33.7,GHT,North
2023-06-07_03,35.3,GHT,North
2023-06-07_04,36.4,GHT,North
2023-06-07_05,37.1,GHT,North
2023-06-07_06,39.5,GHT,North
2023-06-07_07,38.5,GHT,North
2023-06-07_08,38.3,GHT,North
2023-06-07_09,38.5,GHT,North
2023-06-07_10,38.3,GHT,North
2023-06-07_11,36.1,GHT,North
2023-06-07_12,35.6,GHT,North
2023-06-07_13,33.9,GHT,North
2023-06-07_14,28.7,GHT,North
2023-06-07_15,27.0,GHT,North
2023-06-07_16,27.3,GHT,North
2023-06-07_17,26.8,GHT,North
2023-06-07_18,29.3,GHT,North
2023-06-07_19,29.3,GHT,North
2023-06-07_20,28.8,GHT,North
2023-06-07_21,29.3,GHT,North
2023-06-07_22,28.9,GHT,North
2023-06-07_23,27.8,GHT,North
2023-06-08_00,27.6,GHT,North
2023-06-08_01,29.7,GHT,North
2023-06-08_02,31.5,GHT,North
2023-06-08_03,32.5,GHT,North
2023-06-08_04,33.5,GHT,North
2023-06-08_05,35.6,GHT,North
2023-06-08_06,37.5,GHT,North
2023-06-08_07,37.4,GHT,North
2023-06-08_08,37.4,GHT,North
2023-06-08_09,37.2,GHT,North
2023-06-08_10,37.3,GHT,North
2023-06-08_11,36.8,GHT,North
2023-06-08_12,34.8,GHT,North
2023-06-08_13,33.6,GHT,North
2023-06-08_14,33.2,GHT,North
2023-06-08_15,32.4,GHT,North
2023-06-08_16,31.7,GHT,North
2023-06-08_17,31.1,GHT,North
2023-06-08_18,28.5,GHT,North
2023-06-08_19,29.1,GHT,North
2023-06-08_20,28.8,GHT,North
2023-06-08_21,28.2,GHT,North
2023-06-08_22,27.5,GHT,North
2023-06-08_23,27.2,GHT,North
2023-06-09_00,27.3,GHT,North
2023-06-09_01,29.2,GHT,North
2023-06-09_02,29.4,GHT,North
2023-06-09_03,29.0,GHT,North
2023-06-09_04,28.7,GHT,North
2023-06-09_05,30.9,GHT,North
2023-06-09_06,29.3,GHT,North
2023-06-09_07,32.5,GHT,North
2023-06-09_08,32.8,GHT,North
2023-06-09_09,33.8,GHT,North
2023-06-09_10,33.8,GHT,North
2023-06-09_11,33.4,GHT,North
2023-06-09_12,31.0,GHT,North
2023-06-09_13,30.0,GHT,North
2023-06-09_14,29.6,GHT,North
2023-06-09_15,28.8,GHT,North
2023-06-09_16,28.5,GHT,North
2023-06-09_17,28.0,GHT,North
2023-06-09_18,27.0,GHT,North
2023-06-09_19,27.1,GHT,North
2023-06-09_20,27.0,GHT,North
2023-06-09_21,27.0,GHT,North
2023-06-09_22,26.4,GHT,North
2023-06-09_23,25.5,GHT,North
2023-05-01_00,24.2,GNA,Central
2023-05-01_01,24.0,GNA,Central
2023-05-01_02,25.2,GNA,Central
2023-05-01_03,26.0,GNA,Central
2023-05-01_04,27.6,GNA,Central
2023-05-01_05,28.7,GNA,Central
2023-05-01_06,28.3,GNA,Central
2023-05-01_07,29.3,GNA,Central
2023-05-01_08,27.0,GNA,Central
2023-05-01_09,28.9,GNA,Central
2023-05-01_10,29.2,GNA,Central
2023-05-01_11,29.3,GNA,Central
2023-05-01_12,29.8,GNA,Central
2023-05-01_13,29.3,GNA,Central
2023-05-01_14,27.9,GNA,Central
2023-05-01_15,26.7,GNA,Central
2023-05-01_16,25.6,GNA,Central
2023-05-01_17,25.1,GNA,Central
2023-05-01_18,26.4,GNA,Central
2023-05-01_19,25.7,GNA,Central
2023-05-01_20,25.3,GNA,Central
2023-05-01_21,24.7,GNA,Central
2023-05-01_22,24.5,GNA,Central
2023-05-01_23,24.1,GNA,Central
2023-05-02_00,24.9,GNA,Central
2023-05-02_01,24.7,GNA,Central
2023-05-02_02,26.5,GNA,Central
2023-05-02_03,28.3,GNA,Central
2023-05-02_04,30.1,GNA,Central
2023-05-02_05,31.3,GNA,Central
2023-05-02_06,32.1,GNA,Central
2023-05-02_07,32.8,GNA,Central
2023-05-02_08,33.1,GNA,Central
2023-05-02_09,33.5,GNA,Central
2023-05-02_10,33.4,GNA,Central
2023-05-02_11,33.3,GNA,Central
2023-05-02_12,31.5,GNA,Central
2023-05-02_13,31.1,GNA,Central
2023-05-02_14,29.7,GNA,Central
2023-05-02_15,28.3,GNA,Central
2023-05-02_16,27.0,GNA,Central
2023-05-02_17,26.9,GNA,Central
2023-05-02_18,29.1,GNA,Central
2023-05-02_19,28.6,GNA,Central
2023-05-02_20,27.7,GNA,Central
2023-05-02_21,26.9,GNA,Central
2023-05-02_22,25.7,GNA,Central
2023-05-02_23,24.0,GNA,Central
2023-05-03_00,25.2,GNA,Central
2023-05-03_01,25.2,GNA,Central
2023-05-03_02,26.8,GNA,Central
2023-05-03_03,27.4,GNA,Central
2023-05-03_04,28.9,GNA,Central
2023-05-03_05,30.0,GNA,Central
2023-05-03_06,30.0,GNA,Central
2023-05-03_07,31.0,GNA,Central
2023-05-03_08,29.2,GNA,Central
2023-05-03_09,30.1,GNA,Central
2023-05-03_10,27.9,GNA,Central
2023-05-03_11,26.2,GNA,Central
2023-05-03_12,30.8,GNA,Central
2023-05-03_13,30.3,GNA,Central
2023-05-03_14,28.7,GNA,Central
2023-05-03_15,27.5,GNA,Central
2023-05-03_16,26.7,GNA,Central
2023-05-03_17,26.9,GNA,Central
2023-05-03_18,28.3,GNA,Central
2023-05-03_19,27.7,GNA,Central
2023-05-03_20,27.0,GNA,Central
2023-05-03_21,26.3,GNA,Central
2023-05-03_22,25.7,GNA,Central
2023-05-03_23,25.1,GNA,Central
2023-05-04_00,25.3,GNA,Central
2023-05-04_01,25.1,GNA,Central
2023-05-04_02,26.6,GNA,Central
2023-05-04_03,28.3,GNA,Central
2023-05-04_04,30.1,GNA,Central
2023-05-04_05,31.7,GNA,Central
2023-05-04_06,31.5,GNA,Central
2023-05-04_07,31.8,GNA,Central
2023-05-04_08,32.2,GNA,Central
2023-05-04_09,29.2,GNA,Central
2023-05-04_10,30.0,GNA,Central
2023-05-04_11,30.5,GNA,Central
2023-05-04_18,28.7,GNA,Central
2023-05-04_19,27.4,GNA,Central
2023-05-04_20,26.6,GNA,Central
2023-05-04_21,25.9,GNA,Central
2023-05-04_22,25.3,GNA,Central
2023-05-04_23,24.9,GNA,Central
2023-05-05_00,25.6,GNA,Central
2023-05-05_01,26.1,GNA,Central
2023-05-05_02,27.8,GNA,Central
2023-05-05_03,29.4,GNA,Central
2023-05-05_04,31.0,GNA,Central
2023-05-05_05,32.1,GNA,Central
2023-05-05_06,32.5,GNA,Central
2023-05-05_07,33.8,GNA,Central
2023-05-05_08,34.3,GNA,Central
2023-05-05_09,36.2,GNA,Central
2023-05-05_09,34.7,GNA,Central
2023-05-05_10,36.3,GNA,Central
2023-05-05_10,34.7,GNA,Central
2023-05-05_11,36.0,GNA,Central
2023-05-05_11,34.7,GNA,Central
2023-05-05_12,35.5,GNA,Central
2023-05-05_12,34.0,GNA,Central
2023-05-05_13,34.3,GNA,Central
2023-05-05_13,33.7,GNA,Central
2023-05-05_14,33.0,GNA,Central
2023-05-05_14,32.2,GNA,Central
2023-05-05_15,30.7,GNA,Central
2023-05-05_16,30.1,GNA,Central
2023-05-05_17,29.7,GNA,Central
2023-05-05_18,30.1,GNA,Central
2023-05-05_19,29.3,GNA,Central
2023-05-05_20,28.1,GNA,Central
2023-05-05_21,27.1,GNA,Central
2023-05-05_22,26.4,GNA,Central
2023-05-05_23,25.9,GNA,Central
2023-05-06_00,27.1,GNA,Central
2023-05-06_01,27.2,GNA,Central
2023-05-06_02,29.5,GNA,Central
2023-05-06_03,32.1,GNA,Central
2023-05-06_04,34.0,GNA,Central
2023-05-06_05,35.2,GNA,Central
2023-05-06_06,35.2,GNA,Central
2023-05-06_07,36.1,GNA,Central
2023-05-06_08,34.6,GNA,Central
2023-05-06_09,33.7,GNA,Central
2023-05-06_10,34.5,GNA,Central
2023-05-06_11,34.1,GNA,Central
2023-05-06_12,34.8,GNA,Central
2023-05-06_13,34.3,GNA,Central
2023-05-06_14,31.5,GNA,Central
2023-05-06_15,29.3,GNA,Central
2023-05-06_16,28.2,GNA,Central
2023-05-06_17,27.7,GNA,Central
2023-05-06_18,31.3,GNA,Central
2023-05-06_19,30.2,GNA,Central
2023-05-06_20,30.0,GNA,Central
2023-05-06_21,28.7,GNA,Central
2023-05-06_22,28.7,GNA,Central
2023-05-06_23,28.2,GNA,Central
2023-05-07_00,30.0,GNA,Central
2023-05-07_01,29.1,GNA,Central
2023-05-07_02,30.9,GNA,Central
2023-05-07_03,33.0,GNA,Central
2023-05-07_04,35.1,GNA,Central
2023-05-07_05,36.3,GNA,Central
2023-05-07_06,35.7,GNA,Central
2023-05-07_07,37.4,GNA,Central
2023-05-07_08,37.9,GNA,Central
2023-05-07_09,38.0,GNA,Central
2023-05-07_10,37.9,GNA,Central
2023-05-07_11,37.9,GNA,Central
2023-05-07_12,36.2,GNA,Central
2023-05-07_13,35.6,GNA,Central
2023-05-07_14,34.0,GNA,Central
2023-05-07_15,33.0,GNA,Central
2023-05-07_16,31.8,GNA,Central
2023-05-07_17,31.3,GNA,Central
2023-05-07_18,32.7,GNA,Central
2023-05-07_19,31.8,GNA,Central
2023-05-07_20,31.9,GNA,Central
2023-05-07_21,30.7,GNA,Central
2023-05-07_22,29.9,GNA,Central
2023-05-07_23,28.5,GNA,Central
2023-05-08_00,30.1,GNA,Central
2023-05-08_01,30.0,GNA,Central
2023-05-08_02,31.6,GNA,Central
2023-05-08_03,33.9,GNA,Central
2023-05-08_04,35.4,GNA,Central
2023-05-08_05,36.6,GNA,Central
2023-05-08_06,32.8,GNA,Central
2023-05-08_07,35.1,GNA,Central
2023-05-08_08,37.0,GNA,Central
2023-05-08_09,37.9,GNA,Central
2023-05-08_10,38.4,GNA,Central
2023-05-08_11,38.0,GNA,Central
2023-05-08_12,37.0,GNA,Central
2023-05-08_13,35.7,GNA,Central
2023-05-08_14,34.2,GNA,Central
2023-05-08_15,33.5,GNA,Central
2023-05-08_16,32.0,GNA,Central
2023-05-08_17,31.5,GNA,Central
2023-05-08_18,31.8,GNA,Central
2023-05-08_19,30.2,GNA,Central
2023-05-08_20,29.6,GNA,Central
2023-05-08_21,29.6,GNA,Central
2023-05-08_22,29.5,GNA,Central
2023-05-08_23,29.7,GNA,Central
2023-05-09_00,29.5,GNA,Central
2023-05-09_01,28.9,GNA,Central
2023-05-09_02,31.2,GNA,Central
2023-05-09_03,34.8,GNA,Central
2023-05-09_04,37.0,GNA,Central
2023-05-09_05,38.1,GNA,Central
2023-05-09_06,37.3,GNA,Central
2023-05-09_07,38.3,GNA,Central
2023-05-09_08,38.9,GNA,Central
2023-05-09_09,39.2,GNA,Central
2023-05-09_10,39.0,GNA,Central
2023-05-09_11,38.6,GNA,Central
2023-05-09_12,38.2,GNA,Central
2023-05-09_13,37.1,GNA,Central
2023-05-09_14,34.7,GNA,Central
2023-05-09_15,32.5,GNA,Central
2023-05-09_16,31.5,GNA,Central
2023-05-09_17,30.4,GNA,Central
2023-05-09_18,31.9,GNA,Central
2023-05-09_19,30.4,GNA,Central
2023-05-09_20,30.0,GNA,Central
2023-05-09_21,29.4,GNA,Central
2023-05-09_22,28.2,GNA,Central
2023-05-09_23,26.9,GNA,Central
2023-05-10_00,28.0,GNA,Central
2023-05-10_01,27.5,GNA,Central
2023-05-10_02,30.3,GNA,Central
2023-05-10_03,33.8,GNA,Central
2023-05-10_04,36.7,GNA,Central
2023-05-10_05,37.9,GNA,Central
2023-05-10_06,38.2,GNA,Central
2023-05-10_07,38.7,GNA,Central
2023-05-10_08,39.2,GNA,Central
2023-05-10_09,39.2,GNA,Central
2023-05-10_10,39.2,GNA,Central
2023-05-10_11,39.0,GNA,Central
2023-05-10_12,38.2,GNA,Central
2023-05-10_13,37.0,GNA,Central
2023-05-10_14,34.9,GNA,Central
2023-05-10_15,33.1,GNA,Central
2023-05-10_16,32.8,GNA,Central
2023-05-10_17,32.1,GNA,Central
2023-05-10_18,32.4,GNA,Central
2023-05-10_19,30.9,GNA,Central
2023-05-10_20,29.9,GNA,Central
2023-05-10_21,28.8,GNA,Central
2023-05-10_22,27.7,GNA,Central
2023-05-10_23,27.2,GNA,Central
2023-05-11_00,29.2,GNA,Central
2023-05-11_01,28.9,GNA,Central
2023-05-11_02,31.6,GNA,Central
2023-05-11_03,35.2,GNA,Central
2023-05-11_04,38.0,GNA,Central
2023-05-11_05,39.3,GNA,Central
2023-05-11_06,39.0,GNA,Central
2023-05-11_07,40.0,GNA,Central
2023-05-11_08,40.5,GNA,Central
2023-05-11_09,40.8,GNA,Central
2023-05-11_10,41.0,GNA,Central
2023-05-11_11,40.4,GNA,Central
2023-05-11_12,39.3,GNA,Central
2023-05-11_13,38.7,GNA,Central
2023-05-11_14,36.3,GNA,Central
2023-05-11_15,34.3,GNA,Central
2023-05-11_16,33.1,GNA,Central
2023-05-11_17,32.4,GNA,Central
2023-05-11_18,33.1,GNA,Central
2023-05-11_19,31.9,GNA,Central
2023-05-11_20,30.6,GNA,Central
2023-05-11_21,29.6,GNA,Central
2023-05-11_22,28.3,GNA,Central
2023-05-11_23,27.5,GNA,Central
2023-05-12_00,29.3,GNA,Central
2023-05-12_01,28.4,GNA,Central
2023-05-12_02,31.6,GNA,Central
2023-05-12_03,34.8,GNA,Central
2023-05-12_04,37.8,GNA,Central
2023-05-12_05,39.7,GNA,Central
2023-05-12_06,39.4,GNA,Central
2023-05-12_07,40.3,GNA,Central
2023-05-12_08,41.0,GNA,Central
2023-05-12_09,41.5,GNA,Central
2023-05-12_10,41.3,GNA,Central
2023-05-12_11,41.0,GNA,Central
2023-05-12_12,40.4,GNA,Central
2023-05-12_13,39.1,GNA,Central
2023-05-12_14,36.7,GNA,Central
2023-05-12_15,35.7,GNA,Central
2023-05-12_16,35.6,GNA,Central
2023-05-12_17,35.0,GNA,Central
2023-05-12_18,35.0,GNA,Central
2023-05-12_19,33.4,GNA,Central
2023-05-12_20,31.8,GNA,Central
2023-05-12_21,30.2,GNA,Central
2023-05-12_22,29.3,GNA,Central
2023-05-12_23,28.5,GNA,Central
2023-05-13_00,30.9,GNA,Central
2023-05-13_01,30.3,GNA,Central
2023-05-13_02,33.2,GNA,Central
2023-05-13_03,37.4,GNA,Central
2023-05-13_04,40.1,GNA,Central
2023-05-13_05,41.7,GNA,Central
2023-05-13_06,41.5,GNA,Central
2023-05-13_07,42.3,GNA,Central
2023-05-13_08,42.7,GNA,Central
2023-05-13_09,42.6,GNA,Central
2023-05-13_10,42.6,GNA,Central
2023-05-13_11,42.2,GNA,Central
2023-05-13_12,42.0,GNA,Central
2023-05-13_13,41.1,GNA,Central
2023-05-13_14,38.4,GNA,Central
2023-05-13_15,37.3,GNA,Central
2023-05-13_16,37.0,GNA,Central
2023-05-13_17,36.5,GNA,Central
2023-05-13_18,35.3,GNA,Central
2023-05-13_19,34.2,GNA,Central
2023-05-13_20,33.3,GNA,Central
2023-05-13_21,31.5,GNA,Central
2023-05-13_22,30.2,GNA,Central
2023-05-13_23,29.8,GNA,Central
2023-05-14_00,32.1,GNA,Central
2023-05-14_01,31.9,GNA,Central
2023-05-14_02,34.8,GNA,Central
2023-05-14_03,37.4,GNA,Central
2023-05-14_04,39.5,GNA,Central
2023-05-14_05,40.5,GNA,Central
2023-05-14_06,41.2,GNA,Central
2023-05-14_07,41.5,GNA,Central
2023-05-14_08,41.9,GNA,Central
2023-05-14_09,42.1,GNA,Central
2023-05-14_10,41.7,GNA,Central
2023-05-14_11,41.1,GNA,Central
2023-05-14_12,41.1,GNA,Central
2023-05-14_13,40.2,GNA,Central
2023-05-14_14,37.1,GNA,Central
2023-05-14_15,35.2,GNA,Central
2023-05-14_16,35.0,GNA,Central
2023-05-14_17,34.5,GNA,Central
2023-05-14_18,35.3,GNA,Central
2023-05-14_19,32.6,GNA,Central
2023-05-14_20,31.7,GNA,Central
2023-05-14_21,31.2,GNA,Central
2023-05-14_22,30.5,GNA,Central
2023-05-14_23,29.7,GNA,Central
2023-05-15_00,31.2,GNA,Central
2023-05-15_01,31.8,GNA,Central
2023-05-15_02,33.8,GNA,Central
2023-05-15_03,35.6,GNA,Central
2023-05-15_04,37.3,GNA,Central
2023-05-15_05,38.7,GNA,Central
2023-05-15_06,39.9,GNA,Central
2023-05-15_07,40.6,GNA,Central
2023-05-15_08,40.8,GNA,Central
2023-05-15_09,41.3,GNA,Central
2023-05-15_10,41.2,GNA,Central
2023-05-15_11,41.2,GNA,Central
2023-05-15_12,40.5,GNA,Central
2023-05-15_13,39.4,GNA,Central
2023-05-15_14,36.7,GNA,Central
2023-05-15_15,35.1,GNA,Central
2023-05-15_16,34.9,GNA,Central
2023-05-15_17,34.8,GNA,Central
2023-05-15_18,34.1,GNA,Central
2023-05-15_19,33.1,GNA,Central
2023-05-15_20,31.6,GNA,Central
2023-05-15_21,30.2,GNA,Central
2023-05-15_22,29.5,GNA,Central
2023-05-15_23,29.5,GNA,Central
2023-05-16_00,31.5,GNA,Central
2023-05-16_01,31.3,GNA,Central
2023-05-16_02,32.9,GNA,Central
2023-05-16_03,34.4,GNA,Central
2023-05-16_04,36.1,GNA,Central
2023-05-16_05,37.4,GNA,Central
2023-05-16_06,37.8,GNA,Central
2023-05-16_07,38.7,GNA,Central
2023-05-16_08,39.5,GNA,Central
2023-05-16_09,40.2,GNA,Central
2023-05-16_10,40.1,GNA,Central
2023-05-16_11,35.3,GNA,Central
2023-05-16_12,39.4,GNA,Central
2023-05-16_13,38.6,GNA,Central
2023-05-16_14,36.1,GNA,Central
2023-05-16_15,33.7,GNA,Central
2023-05-16_16,30.7,GNA,Central
2023-05-16_17,29.4,GNA,Central
2023-05-16_18,36.0,GNA,Central
2023-05-16_19,34.4,GNA,Central
2023-05-16_20,32.8,GNA,Central
2023-05-16_21,31.5,GNA,Central
2023-05-16_22,31.0,GNA,Central
2023-05-16_23,29.9,GNA,Central
2023-05-17_00,31.7,GNA,Central
2023-05-17_01,31.8,GNA,Central
2023-05-17_02,33.8,GNA,Central
2023-05-17_03,35.3,GNA,Central
2023-05-17_04,36.8,GNA,Central
2023-05-17_05,38.2,GNA,Central
2023-05-17_06,38.7,GNA,Central
2023-05-17_07,39.7,GNA,Central
2023-05-17_08,40.2,GNA,Central
2023-05-17_09,40.6,GNA,Central
2023-05-17_10,40.6,GNA,Central
